	ID	CnM	CM	CR
0	0	1.30807802214	0.120748707143	0.103502635619
1	1	0.801394580714	0.105196488776	0.091090871619
2	2	0.508469514286	0.10421409949	0.0604626280952
3	3	1.05226994214	0.0976277790816	0.108505537333
4	4	0.999530695	0.182768137959	0.102003232324
5	5	0.596402221429	0.144263633265	0.177144192
6	6	0.659969676429	0.0880179887755	0.13998166299
7	7	0.854622957857	0.109715524184	0.102845642
8	8	0.652020205714	0.145281133776	0.0891039057143
9	9	0.653022365	0.189596214592	0.108388997143
