	ID	CnM	CM	CR
0	0	1.50419321286	0.127446494898	0.101845381838
1	1	1.03037345543	0.180500998163	0.114734438095
2	2	0.745743397143	0.119349720408	0.0859813790476
3	3	0.819707419286	0.0961718184694	0.0989862881905
4	4	0.701873011429	0.143971747041	0.099814588
5	5	0.534760169286	0.162231229286	0.129857148095
6	6	0.962305454286	0.0744199479592	0.0972828604762
7	7	1.06561992857	0.152928298673	0.12561617981
8	8	1.07068034143	0.15937983	0.134690085714
9	9	0.979596785714	0.365946968367	0.109177241333
